Movie Title,Oscar Ceremony Year,Cast Involved,Actor in a Leading Role,Actor in a Supporting Role,Actress in a Leading Role,Actress in a Supporting Role,Animated Feature Film,Animated Short Film,Art Direction,Best Picture,Cinematography,Costume Design,Directing,Documentary (Feature),Documentary (Short Subject),Documentary Feature Film,Documentary Short Film,Film Editing,Foreign Language Film,International Feature Film,Irving G. Thalberg Memorial Award,Jean Hersholt Humanitarian Award,Live Action Short Film,Makeup,Makeup and Hairstyling,Music (Original Score),Music (Original Song),Production Design,Short Film (Animated),Short Film (Live Action),Sound,Sound Editing,Sound Mixing,Visual Effects,Writing (Adapted Screenplay),Writing (Original Screenplay),Won_Oscars,Oscars_Won,Total_Oscars_Awarded,Percentage of Wins
The Fabelmans,2023,"Judd Hirsch, Michelle Williams, Steven Spielberg, John Williams, Kristie Macosko Krieger, Steven Spielberg and Tony Kushner, Producers, Production Design: Rick Carter; Set Decoration: Karen O'Hara, Written by Steven Spielberg & Tony Kushner",,Nominated,Nominated,,,,,Nominated,,,Nominated,,,,,,,,,,,,,Nominated,,Nominated,,,,,,,,Nominated,False,0,21,0.0
The Fantastic Flying Books of Mr. Morris Lessmore,2012,William Joyce and Brandon Oldenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,Winner,,,,,,,,True,1,22,4.55
The Father,2021,"Anthony Hopkins, Olivia Colman, Yorgos Lamprinos, David Parfitt, Jean-Louis Livi and Philippe Carcassonne, Producers, Production Design: Peter Francis; Set Decoration: Cathy Featherstone, Screenplay by Christopher Hampton and Florian Zeller",Winner,,,Nominated,,,,Nominated,,,,,,,,Nominated,,,,,,,,,,Nominated,,,,,,,Winner,,True,2,21,9.52
The Favourite,2019,"Olivia Colman, Emma Stone, Rachel Weisz, Robbie Ryan, Sandy Powell, Yorgos Lanthimos, Yorgos Mavropsaridis, Ceci Dempsey, Ed Guiney, Lee Magiday and Yorgos Lanthimos, Producers, Production Design: Fiona Crombie; Set Decoration: Alice Felton, Written by Deborah Davis and Tony McNamara",,,Winner,Nominated,,,,Nominated,Nominated,Nominated,Nominated,,,,,Nominated,,,,,,,,,,Nominated,,,,,,,,Nominated,True,1,23,4.35
The Fighter,2011,"Christian Bale, Melissa Leo, Amy Adams, David O. Russell, Pamela Martin, David Hoberman, Todd Lieberman and Mark Wahlberg, Producers, Screenplay by Scott Silver and Paul Tamasy & Eric Johnson; Story by Keith Dorrington & Paul Tamasy & Eric Johnson",,Winner,,Nominated,,,,Nominated,,,Nominated,,,,,Nominated,,,,,,,,,,,,,,,,,,Nominated,True,1,22,4.55
The Final Inch,2009,Irene Taylor Brodsky and Tom Grant,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
The Florida Project,2018,Willem Dafoe,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
The Flying Sailor,2023,Amanda Forbis and Wendy Tilby,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,False,0,21,0.0
The Garden,2009,Scott Hamilton Kennedy,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
The Gatekeepers,2013,"Dror Moreh, Philippa Kowarsky and Estelle Fialon",,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
The Girl with the Dragon Tattoo,2012,"Rooney Mara, Jeff Cronenweth, Kirk Baxter and Angus Wall, Ren Klyce, David Parker, Michael Semanick, Ren Klyce and Bo Persson",,,Nominated,,,,,,Nominated,,,,,,,Winner,,,,,,,,,,,,,,Nominated,Nominated,,,,True,1,22,4.55
The Grand Budapest Hotel,2015,"Robert Yeoman, Milena Canonero, Wes Anderson, Barney Pilling, Frances Hannon and Mark Coulier, Alexandre Desplat, Wes Anderson, Scott Rudin, Steven Rales and Jeremy Dawson, Producers, Production Design: Adam Stockhausen; Set Decoration: Anna Pinnock, Screenplay by Wes Anderson; Story by Wes Anderson & Hugo Guinness",,,,,,,,Nominated,Nominated,Winner,Nominated,,,,,Nominated,,,,,,,Winner,Winner,,Winner,,,,,,,,Nominated,True,4,23,17.39
The Grandmaster,2014,"Philippe Le Sourd, William Chang Suk Ping",,,,,,,,,Nominated,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
The Great Beauty,2014,Italy,,,,,,,,,,,,,,,,,Winner,,,,,,,,,,,,,,,,,,True,1,23,4.35
The Great Gatsby,2014,"Catherine Martin, Production Design: Catherine Martin; Set Decoration: Beverley Dunn",,,,,,,,,,Winner,,,,,,,,,,,,,,,,Winner,,,,,,,,,True,2,23,8.7
The Gruffalo,2011,Jakob Schuh and Max Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,False,0,22,0.0
The Hand of God,2022,Italy,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,False,0,22,0.0
The Hateful Eight,2016,"Jennifer Jason Leigh, Robert Richardson, Ennio Morricone",,,,Nominated,,,,,Nominated,,,,,,,,,,,,,,,Winner,,,,,,,,,,,True,1,23,4.35
The Help,2012,"Viola Davis, Octavia Spencer, Jessica Chastain, Brunson Green, Chris Columbus and Michael Barnathan, Producers",,,Nominated,Nominated,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
The Hobbit: An Unexpected Journey,2013,"Peter Swords King, Rick Findlater and Tami Lane, Production Design: Dan Hennah; Set Decoration: Ra Vincent and Simon Bright, Joe Letteri, Eric Saindon, David Clayton and R. Christopher White",,,,,,,,,,,,,,,,,,,,,,,Nominated,,,Nominated,,,,,,Nominated,,,False,0,22,0.0
The Hobbit: The Battle of the Five Armies,2015,Brent Burge and Jason Canovas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,False,0,23,0.0
The Hobbit: The Desolation of Smaug,2014,"Brent Burge and Chris Ward, Christopher Boyes, Michael Hedges, Michael Semanick and Tony Johnson, Joe Letteri, Eric Saindon, David Clayton and Eric Reynolds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,Nominated,Nominated,,,False,0,23,0.0
The Holdovers,2024,"Paul Giamatti, Da'Vine Joy Randolph, Kevin Tent, Mark Johnson, Producer, Written by David Hemingson",Nominated,,,Winner,,,,Nominated,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,Nominated,True,1,22,4.55
The Hunt,2014,Denmark,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,False,0,23,0.0
The Hurt Locker,2010,"Jeremy Renner, Barry Ackroyd, Kathryn Bigelow, Bob Murawski and Chris Innis, Marco Beltrami and Buck Sanders, Kathryn Bigelow, Mark Boal, Nicolas Chartier and Greg Shapiro, Producers, Paul N.J. Ottosson, Paul N.J. Ottosson and Ray Beckett, Written by Mark Boal",Nominated,,,,,,,Winner,Nominated,,Winner,,,,,Winner,,,,,,,,Nominated,,,,,,Winner,Winner,,,Winner,True,6,23,26.09
The Ides of March,2012,Screenplay by George Clooney & Grant Heslov and Beau Willimon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,False,0,22,0.0
The Illusionist,2011,Sylvain Chomet,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
The Imaginarium of Doctor Parnassus,2010,"Production Design: Dave Warren and Anastasia Masaro; Set Decoration: Caroline Smith, Monique Prudhomme",,,,,,,Nominated,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
The Imitation Game,2015,"Benedict Cumberbatch, Keira Knightley, Morten Tyldum, William Goldenberg, Alexandre Desplat, Nora Grossman, Ido Ostrowsky and Teddy Schwarzman, Producers, Production Design: Maria Djurkovic; Set Decoration: Tatiana Macdonald, Written by Graham Moore",Nominated,,,Nominated,,,,Nominated,,,Nominated,,,,,Nominated,,,,,,,,Nominated,,Nominated,,,,,,,Winner,,True,1,23,4.35
The Impossible,2013,Naomi Watts,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
The Invisible War,2013,Kirby Dick and Amy Ziering,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
The Invisible Woman,2014,Michael O'Connor,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
The Irishman,2020,"Al Pacino, Joe Pesci, Rodrigo Prieto, Sandy Powell and Christopher Peterson, Martin Scorsese, Thelma Schoonmaker, Martin Scorsese, Robert De Niro, Jane Rosenthal and Emma Tillinger Koskoff, Producers, Production Design: Bob Shaw; Set Decoration: Regina Graves, Pablo Helman, Leandro Estebecorena, Nelson Sepulveda-Fauser and Stephane Grabli, Screenplay by Steven Zaillian",,Nominated,,,,,,Nominated,Nominated,Nominated,Nominated,,,,,Nominated,,,,,,,,,,Nominated,,,,,,Nominated,Nominated,,False,0,24,0.0
The Iron Lady,2012,"Meryl Streep, Mark Coulier and J. Roy Helland",,,Winner,,,,,,,,,,,,,,,,,,,Winner,,,,,,,,,,,,,True,2,22,9.09
The Judge,2015,Robert Duvall,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
The Jungle Book,2017,"Robert Legato, Adam Valdez, Andrew R. Jones and Dan Lemmon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winner,,,True,1,23,4.35
The Kids Are All Right,2011,"Mark Ruffalo, Annette Bening, Gary Gilbert, Jeffrey Levy-Hinte and Celine Rattray, Producers, Written by Lisa Cholodenko & Stuart Blumberg",,Nominated,Nominated,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,False,0,22,0.0
The King's Speech,2011,"Colin Firth, Geoffrey Rush, Helena Bonham Carter, Production Design: Eve Stewart; Set Decoration: Judy Farr, Danny Cohen, Jenny Beavan, Tom Hooper, Tariq Anwar, Alexandre Desplat, Iain Canning, Emile Sherman and Gareth Unwin, Producers, Paul Hamblin, Martin Jensen and John Midgley, Screenplay by David Seidler",Winner,Nominated,,Nominated,,,Nominated,Winner,Nominated,Nominated,Winner,,,,,Nominated,,,,,,,,Nominated,,,,,,,Nominated,,,Winner,True,4,22,18.18
The Lady and the Reaper (La Dama y la Muerte),2010,Javier Recio Gracia,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,False,0,23,0.0
The Lady in Number 6: Music Saved My Life,2014,Malcolm Clarke and Nicholas Reed,,,,,,,,,,,,,Winner,,,,,,,,,,,,,,,,,,,,,,True,1,23,4.35
The Last Campaign of Governor Booth Gardner,2010,Daniel Junge and Henry Ansbacher,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
The Last Repair Shop,2024,Ben Proudfoot and Kris Bowers,,,,,,,,,,,,,,,Winner,,,,,,,,,,,,,,,,,,,,True,1,22,4.55
The Last Station,2010,"Christopher Plummer, Helen Mirren",,Nominated,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
The Last Truck: Closing of a GM Plant,2010,Steven Bognar and Julia Reichert,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
The Letter Room,2021,Elvira Lind and Sofia Sondervan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,False,0,21,0.0
The Lighthouse,2020,Jarin Blaschke,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,24,0.0
The Lion King,2020,"Robert Legato, Adam Valdez, Andrew R. Jones and Elliot Newman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,False,0,24,0.0
The Lobster,2017,"Written by Yorgos Lanthimos, Efthimis Filippou",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,False,0,23,0.0
The Lone Ranger,2014,"Joel Harlow and Gloria Pasqua-Casny, Tim Alexander, Gary Brozenich, Edson Williams and John Frazier",,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,Nominated,,,False,0,23,0.0
The Long Goodbye,2022,Aneil Karia and Riz Ahmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winner,,,,,,,True,1,22,4.55
The Look of Silence,2016,Joshua Oppenheimer and Signe Byrge Sørensen,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
The Lost Daughter,2022,"Olivia Colman, Jessie Buckley, Written by Maggie Gyllenhaal",,,Nominated,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,False,0,22,0.0
The Lost Thing,2011,Shaun Tan and Andrew Ruhemann,,,,,,,,,,,,,,,,,,,,,,,,,,,Winner,,,,,,,,True,1,22,4.55
The Lovely Bones,2010,Stanley Tucci,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
The Man Who Sold His Skin,2021,Tunisia,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,False,0,21,0.0
The Martha Mitchell Effect,2023,Anne Alvergue and Beth Levison,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,False,0,21,0.0
The Martian,2016,"Matt Damon, Simon Kinberg, Ridley Scott, Michael Schaefer and Mark Huffam, Producers, Production Design: Arthur Max; Set Decoration: Celia Bobak, Oliver Tarney, Paul Massey, Mark Taylor and Mac Ruth, Richard Stammers, Anders Langlands, Chris Lawrence and Steven Warner, Screenplay by Drew Goddard",Nominated,,,,,,,Nominated,,,,,,,,,,,,,,,,,,Nominated,,,,Nominated,Nominated,Nominated,Nominated,,False,0,23,0.0
The Master,2013,"Joaquin Phoenix, Philip Seymour Hoffman, Amy Adams",Nominated,Nominated,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
The Messenger,2010,"Woody Harrelson, Written by Alessandro Camon & Oren Moverman",,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,False,0,23,0.0
The Midnight Sky,2021,"Matthew Kasmir, Christopher Lawrence, Max Solomon and David Watkins",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,False,0,21,0.0
The Milk of Sorrow,2010,Peru,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,False,0,23,0.0
The Missing Picture,2014,Cambodia,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,False,0,23,0.0
The Mitchells vs. the Machines,2022,"Mike Rianda, Phil Lord, Christopher Miller and Kurt Albrecht",,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
The Mole Agent,2021,Maite Alberdi and Marcela Santibáñez,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,False,0,21,0.0
The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,2010,Judith Ehrlich and Rick Goldsmith,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
The Neighbors' Window,2020,Marshall Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winner,,,,,,,True,1,24,4.17
The New Tenants,2010,Joachim Back and Tivi Magnusson,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winner,,,,,,,True,1,23,4.35
The One and Only Ivan,2021,"Nick Davis, Greg Fisher, Ben Jones and Santiago Colomo Martinez",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,False,0,21,0.0
The Phone Call,2015,Mat Kirkby and James Lucas,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winner,,,,,,,True,1,23,4.35
The Pig,2009,The Pig,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,False,0,23,0.0
The Pirates! Band of Misfits,2013,Peter Lord,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
The Post,2018,"Meryl Streep, Amy Pascal, Steven Spielberg and Kristie Macosko Krieger, Producers",,,Nominated,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
The Power of the Dog,2022,"Benedict Cumberbatch, Jesse Plemons, Kodi Smit-McPhee, Kirsten Dunst, Ari Wegner, Jane Campion, Peter Sciberras, Jonny Greenwood, Jane Campion, Tanya Seghatchian, Emile Sherman, Iain Canning and Roger Frappier, Producers, Production Design: Grant Major; Set Decoration: Amber Richards, Richard Flynn, Robert Mackenzie and Tara Webb, Written by Jane Campion",Nominated,Nominated,,Nominated,,,,Nominated,Nominated,,Winner,,,,,Nominated,,,,,,,,Nominated,,Nominated,,,Nominated,,,,Nominated,,True,1,22,4.55
The Present,2021,Farah Nabulsi and Ossama Bawardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,False,0,21,0.0
The Princess and the Frog,2010,John Musker and Ron Clements,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
The Queen of Basketball,2022,Ben Proudfoot,,,,,,,,,,,,,Winner,,,,,,,,,,,,,,,,,,,,,,True,1,22,4.55
The Quiet Girl,2023,Ireland,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,False,0,21,0.0
The Reader,2009,"Kate Winslet, Chris Menges and Roger Deakins, Stephen Daldry, Anthony Minghella, Sydney Pollack, Donna Gigliotti and Redmond Morris, Producers, Screenplay by David Hare",,,Winner,,,,,Nominated,Nominated,,Nominated,,,,,,,,,,,,,,,,,,,,,,Nominated,,True,1,23,4.35
The Reaper (La Parka),2015,Gabriel Serra Arguello,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
The Red Suitcase,2023,Cyrus Neshvad,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,False,0,21,0.0
The Red Turtle,2017,Michael Dudok de Wit and Toshio Suzuki,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
The Revenant,2016,"Leonardo DiCaprio, Tom Hardy, Emmanuel Lubezki, Jacqueline West, Alejandro G. Iñárritu, Stephen Mirrione, Siân Grigg, Duncan Jarman and Robert Pandini, Arnon Milchan, Steve Golin, Alejandro G. Iñárritu, Mary Parent and Keith Redmon, Producers, Production Design: Jack Fisk; Set Decoration: Hamish Purdy, Martin Hernandez and Lon Bender, Jon Taylor, Frank A. Montaño, Randy Thom and Chris Duesterdiek, Rich McBride, Matthew Shumway, Jason Smith and Cameron Waldbauer",Winner,Nominated,,,,,,Nominated,Winner,Nominated,Winner,,,,,Nominated,,,,,,,Nominated,,,Nominated,,,,Nominated,Nominated,Nominated,,,True,3,23,13.04
The Salesman,2017,Iran,,,,,,,,,,,,,,,,,Winner,,,,,,,,,,,,,,,,,,True,1,23,4.35
The Salt of the Earth,2015,"Wim Wenders, Juliano Ribeiro Salgado and David Rosier",,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
The Sea Beast,2023,Chris Williams and Jed Schlanger,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,21,0.0
The Secret in Their Eyes,2010,Argentina,,,,,,,,,,,,,,,,,Winner,,,,,,,,,,,,,,,,,,True,1,23,4.35
The Secret of Kells,2010,Tomm Moore,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
The Sessions,2013,Helen Hunt,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
The Shape of Water,2018,"Richard Jenkins, Sally Hawkins, Octavia Spencer, Dan Laustsen, Luis Sequeira, Guillermo del Toro, Sidney Wolinsky, Alexandre Desplat, Guillermo del Toro and J. Miles Dale, Producers, Production Design: Paul Denham Austerberry; Set Decoration: Shane Vieau and Jeffrey A. Melvin, Nathan Robitaille and Nelson Ferreira, Christian Cooke, Brad Zoern and Glen Gauthier, Screenplay by Guillermo del Toro & Vanessa Taylor; Story by Guillermo del Toro",,Nominated,Nominated,Nominated,,,,Winner,Nominated,Nominated,Winner,,,,,Nominated,,,,,,,,Winner,,Winner,,,,Nominated,Nominated,,,Nominated,True,4,22,18.18
The Shore,2012,Terry George and Oorlagh George,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winner,,,,,,,True,1,22,4.55
The Silent Child,2018,Chris Overton and Rachel Shenton,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winner,,,,,,,True,1,22,4.55
The Social Network,2011,"Jesse Eisenberg, Jeff Cronenweth, David Fincher, Angus Wall and Kirk Baxter, Trent Reznor and Atticus Ross, The Social Network, Ren Klyce, David Parker, Michael Semanick and Mark Weingarten, Screenplay by Aaron Sorkin",Nominated,,,,,,,Nominated,Nominated,,Nominated,,,,,Winner,,,,,,,,Winner,,,,,,,Nominated,,Winner,,True,3,22,13.64
The Square,2014,Jehane Noujaim and Karim Amer,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
The Tale of the Princess Kaguya,2015,Isao Takahata and Yoshiaki Nishimura,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
The Teachers' Lounge,2024,Germany,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,False,0,22,0.0
The Tempest,2011,Sandy Powell,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
The Theory of Everything,2015,"Eddie Redmayne, Felicity Jones, Jóhann Jóhannsson, Tim Bevan, Eric Fellner, Lisa Bruce and Anthony McCarten, Producers, Screenplay by Anthony McCarten",Winner,,Nominated,,,,,Nominated,,,,,,,,,,,,,,,,Nominated,,,,,,,,,Nominated,,True,1,23,4.35
The Town,2011,Jeremy Renner,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
The Tragedy of Macbeth,2022,"Denzel Washington, Bruno Delbonnel, Production Design: Stefan Dechant; Set Decoration: Nancy Haigh",Nominated,,,,,,,,Nominated,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,False,0,22,0.0
The Tree of Life,2012,"Emmanuel Lubezki, Terrence Malick, Sarah Green, Bill Pohlad, Dede Gardner and Grant Hill, Producers",,,,,,,,Nominated,Nominated,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
The Trial of the Chicago 7,2021,"Sacha Baron Cohen, Phedon Papamichael, Alan Baumgarten, Marc Platt and Stuart Besser, Producers, Written by Aaron Sorkin",,Nominated,,,,,,Nominated,Nominated,,,,,,,Nominated,,,,,,,,,,,,,,,,,,Nominated,False,0,21,0.0
The Tsunami and the Cherry Blossom,2012,Lucy Walker and Kira Carstensen,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
The Two Popes,2020,"Jonathan Pryce, Anthony Hopkins, Written by Anthony McCarten",Nominated,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,False,0,24,0.0
The United States vs. Billie Holiday,2021,Andra Day,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,21,0.0
The Visitor,2009,Richard Jenkins,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
The Voorman Problem,2014,Mark Gill and Baldwin Li,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,False,0,23,0.0
The Warriors of Qiugang,2011,Ruby Yang and Thomas Lennon,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
The Way Back,2011,"Edouard F. Henriques, Gregory Funk and Yolanda Toussieng",,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,False,0,22,0.0
The Whale,2023,"Brendan Fraser, Hong Chau, Adrien Morot, Judy Chin and Annemarie Bradley",Winner,,,Nominated,,,,,,,,,,,,,,,,,,,Winner,,,,,,,,,,,,True,2,21,9.52
The White Helmets,2017,Orlando von Einsiedel and Joanna Natasegara,,,,,,,,,,,,,Winner,,,,,,,,,,,,,,,,,,,,,,True,1,23,4.35
The White Ribbon,2010,"Christian Berger, Germany",,,,,,,,,Nominated,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,False,0,23,0.0
The White Tiger,2021,Written for the screen by Ramin Bahrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,False,0,21,0.0
The Wife,2019,Glenn Close,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
The Wind Rises,2014,Hayao Miyazaki and Toshio Suzuki,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
The Windshield Wiper,2022,Alberto Mielgo and Leo Sanchez,,,,,,,,,,,,,,,,,,,,,,,,,,,Winner,,,,,,,,True,1,22,4.55
The Witness - From the Balcony of Room 306,2009,Adam Pertofsky and Margaret Hyde,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
The Wolf of Wall Street,2014,"Leonardo DiCaprio, Jonah Hill, Martin Scorsese, Martin Scorsese, Leonardo DiCaprio, Joey McFarland and Emma Tillinger Koskoff, Producers, Screenplay by Terence Winter",Nominated,Nominated,,,,,,Nominated,,,Nominated,,,,,,,,,,,,,,,,,,,,,,Nominated,,False,0,23,0.0
The Wolfman,2011,Rick Baker and Dave Elsey,,,,,,,,,,,,,,,,,,,,,,Winner,,,,,,,,,,,,,True,1,22,4.55
The Wonderful Story of Henry Sugar,2024,Wes Anderson and Steven Rales,,,,,,,,,,,,,,,,,,,,,Winner,,,,,,,,,,,,,,True,1,22,4.55
The Worst Person in the World,2022,"Norway, Written by Eskil Vogt, Joachim Trier",,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,Nominated,False,0,22,0.0
The Wrestler,2009,"Mickey Rourke, Marisa Tomei",Nominated,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
The Young Victoria,2010,"Production Design: Patrice Vermette; Set Decoration: Maggie Gray, Sandy Powell, Jon Henry Gordon and Jenny Shircore",,,,,,,Nominated,,,Winner,,,,,,,,,,,,Nominated,,,,,,,,,,,,,True,1,23,4.35
The Zone of Interest,2024,"Jonathan Glazer, United Kingdom, James Wilson, Producer, Tarn Willers and Johnnie Burn, Written by Jonathan Glazer",,,,,,,,Nominated,,,Nominated,,,,,,,Winner,,,,,,,,,,,Winner,,,,Nominated,,True,2,22,9.09
Theeb,2016,Jordan,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,False,0,23,0.0
This Way Up,2009,Alan Smith and Adam Foulkes,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,False,0,23,0.0
"Three Billboards outside Ebbing, Missouri",2018,"Sam Rockwell, Woody Harrelson, Frances McDormand, Jon Gregory, Carter Burwell, Graham Broadbent, Pete Czernin and Martin McDonagh, Producers, Written by Martin McDonagh",,Nominated,Winner,,,,,Nominated,,,,,,,,Nominated,,,,,,,,Nominated,,,,,,,,,,Nominated,True,1,22,4.55
Three Songs for Benazir,2022,Elizabeth Mirzaei and Gulistan Mirzaei,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
"tick, tick...BOOM!",2022,"Andrew Garfield, Myron Kerstein and Andrew Weisblum",Nominated,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,False,0,22,0.0
Timbuktu,2015,Mauritania,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,False,0,23,0.0
